Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Label
70,12,76,2,60,28,43,33,25,54,-1
19,37,38,28,64,99,48,42,45,68,1
7,78,79,21,2,33,6,22,49,68,1
81,70,35,80,28,66,17,85,93,59,-1
64,7,65,11,84,35,74,14,84,3,-1
96,91,62,46,3,93,0,68,50,57,0
12,71,82,51,58,39,76,92,30,52,-1
98,94,38,19,6,11,38,85,24,32,0
69,31,58,38,85,40,25,70,54,67,1
33,63,64,68,84,14,32,82,54,93,1
30,10,4,1,60,39,29,19,16,98,1
10,89,17,45,58,11,2,85,17,58,-1
15,99,97,53,89,49,95,86,36,30,1
95,56,54,76,26,89,25,36,97,88,0
63,84,21,6,8,13,87,9,30,94,0
84,36,69,70,54,37,75,95,73,76,0
56,80,2,91,58,49,20,63,34,75,1
25,59,89,7,12,50,75,13,95,61,1
47,0,53,23,83,2,97,97,63,35,0
44,3,49,39,8,84,5,30,44,28,-1
46,31,1,58,53,80,9,51,31,57,1
56,86,47,81,84,80,91,63,21,29,0
100,34,24,46,10,54,42,98,18,83,-1
63,100,94,45,22,0,13,83,27,54,1
61,86,24,22,36,0,60,17,43,42,-1
32,12,72,94,15,56,18,42,70,50,0
10,46,72,1,32,19,33,85,76,76,0
12,11,91,32,46,16,78,95,32,66,1
95,49,93,57,11,90,97,46,24,31,-1
85,96,90,50,86,46,100,39,83,0,-1
62,30,93,69,29,13,59,49,98,8,-1
52,98,24,15,61,92,60,89,92,3,1
1,92,13,1,54,67,10,47,93,85,-1
15,25,100,93,79,62,14,88,91,51,-1
38,67,48,45,67,42,47,58,17,33,1
91,10,93,42,35,13,6,85,85,90,1
51,78,77,61,65,65,34,41,64,32,-1
46,68,72,68,84,58,96,78,50,76,0
20,71,28,17,72,19,65,93,48,77,-1
43,72,75,57,45,10,0,58,33,95,0
83,50,22,100,27,66,71,85,7,39,0
29,95,23,49,8,19,58,77,4,43,0
89,26,92,45,69,73,36,80,40,94,-1
62,95,91,8,4,11,49,58,56,14,-1
76,44,20,32,8,41,11,33,28,16,0
12,84,20,9,46,78,24,56,33,91,-1
76,23,70,19,70,12,26,66,78,40,-1
28,86,30,15,9,43,98,67,13,99,0
52,47,77,78,29,34,92,70,63,46,0
62,71,78,68,16,38,52,52,19,88,1
57,12,4,42,80,38,28,1,13,91,-1
87,81,14,50,17,59,76,75,21,96,0
18,4,40,42,6,72,43,3,32,82,1
92,24,87,95,60,10,41,52,29,53,1
26,96,75,48,73,93,1,92,79,47,-1
37,1,70,22,93,96,24,89,21,67,1
25,63,39,36,34,38,51,70,94,3,-1
46,32,36,68,0,50,83,99,13,15,-1
71,11,2,54,36,86,47,41,92,90,-1
75,13,24,48,19,32,55,27,35,72,1
33,28,31,75,99,37,87,62,20,94,1
23,55,6,99,20,68,93,100,19,13,1
37,95,64,42,14,45,77,99,5,14,0
2,30,64,76,60,79,91,26,23,0,1
86,27,91,72,82,54,91,8,2,67,0
17,31,56,43,69,90,81,61,36,36,-1
77,15,21,35,64,76,67,92,42,62,0
34,0,8,21,39,20,68,30,96,22,1
21,18,55,51,5,19,82,34,85,96,-1
70,87,47,21,48,45,7,10,7,96,0
17,25,54,51,39,89,55,87,73,52,0
98,13,0,6,83,15,39,38,96,58,1
14,39,11,17,20,0,38,56,67,74,0
21,63,52,10,66,54,16,38,57,48,-1
51,77,75,5,62,88,55,53,92,69,1
29,13,13,89,78,44,12,27,81,91,0
81,72,29,39,40,89,67,62,42,18,1
43,66,56,40,73,26,26,66,2,26,1
16,63,37,82,15,0,50,10,10,52,0
20,64,50,99,58,59,23,18,1,99,-1
75,78,18,98,93,91,98,38,27,86,0
10,85,74,29,54,12,5,94,44,94,0
82,60,85,23,18,62,99,29,79,38,-1
91,7,34,38,4,19,13,39,83,9,1
9,74,71,84,3,68,48,78,13,89,1
68,97,10,70,97,62,52,95,93,51,1
15,10,67,26,23,21,65,51,89,23,-1
87,2,64,49,43,28,26,62,34,30,0
37,40,38,25,75,46,4,40,34,62,1
31,32,28,33,34,48,37,47,23,87,0
32,40,71,28,10,22,31,51,3,63,-1
93,96,6,24,25,91,44,26,30,77,0
19,78,16,67,90,0,13,44,98,45,0
67,72,92,63,66,49,18,8,70,95,1
7,9,43,95,92,1,54,22,99,76,0
38,91,26,37,62,82,75,73,53,14,-1
54,45,86,88,88,53,80,22,22,79,1
38,89,74,92,46,74,42,98,66,36,1
17,30,40,35,33,44,25,70,9,23,0
11,8,5,27,40,30,88,97,43,3,0
71,25,60,24,75,98,91,96,69,10,0
88,4,83,49,89,62,39,72,79,50,-1
36,60,64,96,4,9,5,32,29,69,0
24,58,46,1,66,7,42,37,34,54,1
93,38,45,21,82,86,43,37,56,67,0
88,30,77,24,99,94,70,32,61,49,1
48,87,44,74,51,29,36,64,11,100,-1
52,43,34,13,1,83,52,87,84,72,0
32,44,24,17,35,63,84,12,49,53,1
12,24,45,87,11,75,6,34,12,43,1
29,4,53,17,91,56,15,14,94,82,-1
71,7,27,53,46,72,91,47,92,88,-1
85,87,23,21,64,4,4,93,43,27,-1
44,76,29,7,94,83,93,42,12,98,1
77,92,70,47,97,69,71,100,23,68,1
55,45,57,10,56,26,83,38,98,48,0
56,97,59,15,60,26,6,7,38,25,-1
9,8,70,62,2,26,2,66,16,89,1
32,79,23,55,11,23,26,94,24,48,-1
72,98,34,34,41,28,50,91,99,71,0
11,91,22,20,29,56,62,11,2,22,0
18,57,65,0,97,35,65,33,36,26,-1
53,60,80,82,79,44,30,38,89,43,-1
84,34,70,93,73,68,20,61,67,76,-1
6,42,55,12,75,45,22,78,5,13,0
54,4,97,24,52,38,43,12,64,14,-1
53,72,50,33,25,43,33,95,23,18,1
34,59,69,66,93,29,65,49,38,28,1
31,11,45,87,5,36,47,57,71,82,-1
7,21,68,6,81,96,62,12,58,12,0
97,53,7,90,92,96,70,16,16,30,0
27,29,71,46,9,84,21,25,76,77,0
44,7,59,49,77,47,44,62,78,38,1
71,53,35,22,9,28,51,97,9,48,0
84,91,8,60,74,56,93,66,52,56,0
14,63,82,58,20,13,60,37,32,94,-1
28,31,46,84,13,12,79,42,14,14,0
13,86,100,89,55,8,44,69,4,38,1
5,52,7,80,33,81,37,29,89,14,0
31,19,57,65,13,24,99,76,22,16,0
81,65,10,66,97,75,0,9,99,89,0
12,37,2,72,14,65,76,0,75,100,-1
42,66,5,29,89,9,85,77,59,66,1
24,86,31,64,44,20,14,41,20,34,1
69,97,73,73,42,36,37,76,50,27,1
52,96,80,23,88,5,57,48,19,46,-1
94,80,8,83,65,12,59,21,62,95,-1
7,100,46,30,10,58,22,21,51,67,1
62,61,44,43,47,96,61,46,51,40,-1
3,67,56,15,48,41,56,73,37,60,-1
35,86,62,51,12,78,44,32,1,78,0
80,49,19,15,90,38,68,27,18,82,1
68,65,20,9,57,98,59,24,63,20,1
85,36,70,64,21,41,99,74,92,30,-1
46,68,91,62,29,78,42,11,8,3,1
49,58,76,42,61,21,45,64,75,7,0
79,33,93,95,45,10,14,16,75,9,-1
96,26,10,73,26,63,77,81,1,7,-1
10,66,18,24,0,19,77,32,17,87,0
94,46,13,15,64,31,18,91,19,58,1
95,23,14,33,25,55,58,67,67,93,1
22,69,39,68,50,13,76,100,0,65,-1
52,33,61,52,34,71,5,52,62,77,0
41,31,82,99,64,12,40,69,70,87,-1
62,55,87,79,43,14,7,82,81,21,-1
17,72,70,13,69,40,41,62,86,51,0
76,18,28,7,7,23,84,79,53,54,0
14,23,86,90,72,70,100,56,100,29,1
13,38,20,8,58,29,35,4,49,97,0
13,59,56,3,45,15,1,35,3,81,-1
24,0,93,27,88,99,34,27,17,35,0
63,68,43,71,10,40,47,100,40,13,0
39,12,75,95,1,48,32,57,27,96,-1
2,60,11,99,45,98,78,3,70,99,0
85,12,53,35,96,83,94,42,80,37,0
39,86,16,98,57,13,69,87,78,22,0
84,7,73,31,38,100,98,55,68,11,0
42,18,86,3,30,50,70,80,86,59,-1
10,69,68,9,51,71,54,96,100,55,1
44,69,5,81,93,68,57,45,38,92,0
63,69,54,33,61,43,9,68,46,95,-1
54,5,73,81,22,38,47,58,52,9,-1
39,95,33,97,78,20,71,52,83,80,1
14,85,62,3,62,2,65,41,87,3,-1
53,33,68,81,91,92,5,63,79,98,1
40,8,37,91,17,76,78,4,87,41,0
24,44,5,4,71,33,4,48,97,67,1
1,27,25,83,51,77,46,94,83,70,1
32,7,87,81,60,54,81,91,75,52,0
29,54,53,5,39,5,22,25,85,8,0
51,82,23,10,78,93,22,70,68,93,-1
58,97,52,24,42,53,89,36,54,26,0
92,68,79,6,69,65,61,32,20,66,0
59,18,6,93,82,39,77,30,31,84,-1
90,85,67,7,57,1,46,88,37,70,1
67,89,99,25,9,50,80,35,82,49,0
24,26,83,20,28,70,96,89,42,35,-1
87,91,52,14,17,73,48,61,39,4,1
39,70,46,53,7,58,67,23,44,32,1
14,91,45,83,20,24,59,24,72,88,1
42,19,85,60,14,79,76,11,24,77,1
52,14,95,47,97,38,29,49,73,0,0
57,6,38,8,83,91,53,63,34,58,1
47,96,100,63,96,40,7,35,54,18,-1
96,29,46,49,14,32,60,7,65,52,-1
86,81,14,62,12,22,14,47,96,18,0
10,98,38,94,43,29,38,5,90,17,1
98,33,92,67,98,48,37,90,99,91,1
64,2,69,69,7,39,23,30,47,38,-1
57,96,67,5,98,76,9,87,35,19,-1
78,80,23,83,79,13,71,84,46,93,0
66,62,66,46,52,48,61,65,35,26,1
23,40,43,5,52,16,35,4,71,22,-1
51,16,39,45,41,15,82,35,77,71,1
83,64,97,52,48,30,58,0,43,24,1
29,49,83,10,62,22,32,69,49,100,-1
7,86,40,5,76,31,97,57,70,91,-1
35,41,43,26,57,99,64,65,14,89,0
21,40,90,58,55,66,63,14,28,13,1
87,77,93,70,44,22,29,56,82,34,1
2,61,81,54,13,76,75,67,33,25,0
0,21,60,70,95,36,20,60,54,99,-1
76,92,62,11,46,19,36,23,57,99,1
59,12,79,10,33,88,77,53,45,82,1
78,42,74,67,34,0,84,44,92,21,1
75,57,31,99,61,22,31,77,24,100,1
53,85,44,22,55,32,84,28,55,61,1
39,40,2,46,60,74,3,10,65,65,0
73,7,92,40,90,74,90,76,28,28,-1
30,72,61,6,54,9,35,77,76,75,1
52,59,34,4,30,8,13,90,55,3,-1
61,80,16,84,97,72,55,18,1,84,-1
83,84,73,45,74,87,97,24,98,40,0
61,53,9,48,49,59,58,33,1,67,1
91,65,3,60,23,92,79,58,84,13,1
40,90,54,93,61,52,75,40,52,0,0
9,12,97,84,41,0,47,26,72,76,-1
34,28,49,31,25,70,10,92,79,0,-1
64,83,11,44,0,60,1,93,51,57,-1
27,24,10,64,28,90,46,34,11,73,1
66,62,33,27,57,4,37,62,53,16,-1
12,20,32,55,57,9,39,75,67,88,0
69,46,61,26,4,8,83,20,73,96,1
23,75,9,31,72,58,30,67,23,55,0
15,29,65,33,98,68,61,97,27,39,0
49,3,13,78,29,93,17,94,78,53,0
91,65,94,91,2,59,39,82,21,3,1
97,0,41,27,79,31,71,1,66,16,0
89,32,46,39,38,73,54,89,50,66,1
8,62,26,21,91,24,32,23,59,52,0
91,82,77,95,55,90,100,25,22,10,1
48,74,16,64,16,88,93,64,5,47,0
9,62,32,93,1,30,18,74,93,36,1
16,76,57,77,76,36,77,46,46,87,0
69,24,38,74,40,8,23,68,70,35,-1
68,89,44,78,20,2,34,91,94,58,1
16,14,63,0,71,2,81,83,38,81,0
68,11,34,36,92,12,32,39,4,85,-1
14,27,88,7,46,11,28,14,53,20,0
59,65,16,3,24,86,22,18,14,68,1
29,30,15,26,93,76,82,86,58,78,1
57,4,56,80,86,60,61,7,87,11,1
92,7,16,31,72,97,56,25,26,83,-1
79,47,47,8,93,89,60,97,81,3,1
29,96,32,46,16,48,78,72,41,73,1
92,63,40,89,21,31,93,58,89,72,-1
7,13,97,44,8,9,93,10,54,36,1
80,22,9,80,42,22,32,64,80,32,-1
50,74,68,18,49,41,76,45,94,68,-1
1,3,68,4,49,17,54,77,12,35,-1
61,76,41,66,68,96,37,82,15,12,0
31,38,47,96,58,73,43,30,71,24,1
88,98,86,88,37,39,8,25,63,76,1
10,78,93,80,75,41,35,99,54,94,0
28,69,84,56,24,97,24,34,28,13,1
65,56,58,4,61,47,4,41,58,96,0
59,51,59,19,78,81,85,37,54,95,0
84,59,15,14,2,46,73,86,0,64,0
44,93,94,97,44,82,42,68,86,50,0
75,72,81,75,12,4,9,4,43,73,1
50,37,97,31,38,22,67,99,95,13,0
28,91,30,46,15,31,36,12,33,25,0
30,0,47,75,48,96,82,1,100,39,1
25,86,1,8,94,52,94,86,36,12,-1
53,10,12,17,76,82,30,27,84,79,0
14,2,6,26,71,26,53,49,30,8,0
31,18,6,14,54,99,34,95,81,33,0
47,8,78,8,70,23,14,32,61,18,1
27,24,48,22,69,84,75,34,80,26,-1
10,52,82,44,34,14,5,22,54,15,1
21,52,69,54,30,10,98,91,4,44,0
61,94,5,7,100,90,89,53,76,15,1
55,39,74,95,24,45,41,23,73,84,-1
5,34,46,40,55,41,77,25,97,45,-1
63,70,49,95,68,69,9,55,10,53,0
66,87,10,80,24,8,82,44,59,71,-1
10,27,76,100,64,69,66,60,53,88,0
88,88,26,37,8,7,56,91,81,7,-1
48,67,6,100,97,48,71,88,98,61,1
7,48,82,31,39,43,41,27,29,18,1
60,2,55,21,60,43,8,62,13,81,-1
64,8,12,69,73,56,63,24,96,0,-1
30,39,24,81,5,72,78,33,52,11,-1
86,66,3,56,23,6,18,20,68,98,-1
90,54,26,27,9,63,100,52,47,82,1
64,64,24,92,8,49,52,78,15,31,1
31,25,42,82,65,12,82,11,74,72,0
68,2,23,24,68,59,97,9,88,31,0
23,14,85,48,18,72,49,100,44,99,0
16,62,63,66,5,15,70,99,50,13,1
44,74,49,32,22,7,27,15,10,72,1
21,40,16,86,45,23,10,77,6,31,1
67,88,87,4,80,74,34,100,24,76,-1
95,52,77,0,71,65,79,19,23,68,1
98,0,65,26,39,82,26,28,54,84,0
68,20,81,55,29,53,56,93,67,81,0
28,8,53,86,65,3,75,36,41,94,-1
91,52,31,14,54,61,95,62,71,42,-1
25,52,48,16,69,32,93,35,5,32,1
23,92,19,28,5,33,79,95,33,21,0
98,93,77,28,49,84,74,98,51,16,1
64,84,4,25,96,29,41,62,60,49,0
17,2,2,15,74,100,54,5,29,90,-1
59,23,3,96,14,64,51,60,96,37,0
27,3,24,93,56,76,12,3,70,13,1
14,11,7,37,86,70,70,55,85,82,-1
46,9,68,95,89,99,32,88,50,33,0
13,62,12,39,25,39,55,44,41,68,1
62,96,66,21,4,11,96,37,11,17,0
98,52,36,10,87,63,11,8,52,56,1
41,82,59,79,8,25,16,27,2,48,0
23,66,87,9,41,1,62,2,8,44,1
0,70,73,86,4,96,83,13,82,93,1
27,4,55,59,78,48,24,6,87,49,0
65,81,48,8,2,48,52,84,25,24,0
99,13,100,65,94,51,89,43,0,8,0
4,10,68,37,56,68,93,17,20,87,-1
38,42,20,4,90,76,77,81,3,64,0
81,53,98,7,57,58,82,38,25,46,1
84,53,79,96,85,34,21,49,99,77,-1
0,36,76,90,55,3,9,74,29,21,-1
40,46,3,2,18,53,24,76,29,52,0
29,6,93,77,82,71,88,94,74,11,-1
91,24,81,79,17,8,82,77,32,30,-1
35,75,50,30,72,92,28,0,94,26,1
86,95,81,45,31,7,29,75,95,25,1
65,63,16,47,60,77,54,49,62,79,0
99,71,54,48,10,54,97,27,25,13,-1
83,2,6,73,6,17,36,44,13,6,1
19,16,92,14,92,62,87,62,92,88,-1
85,86,50,35,17,59,47,65,99,56,-1
66,10,72,55,67,40,10,13,37,63,1
37,16,7,45,20,64,65,54,21,48,1
75,61,24,5,30,94,8,75,27,94,0
96,95,65,38,34,51,69,15,85,82,1
49,89,30,66,69,94,86,66,88,92,1
89,66,53,68,69,11,76,28,12,5,0
37,73,83,99,44,54,2,33,37,45,-1
43,83,5,0,50,32,8,58,57,83,1
4,83,2,51,77,20,81,67,38,34,1
90,52,57,75,87,87,100,82,33,52,-1
79,39,61,3,60,19,13,76,51,91,0
20,53,83,25,44,36,2,68,71,85,0
95,89,97,96,71,9,6,30,0,38,1
8,39,1,42,0,29,74,71,75,25,0
66,61,73,55,82,45,84,47,60,43,0
75,98,34,76,86,78,61,11,45,24,1
63,4,59,86,72,88,82,40,34,48,1
92,49,58,23,23,47,75,49,44,48,-1
1,99,38,75,48,47,53,27,67,71,-1
79,44,23,17,73,70,24,46,17,10,0
65,29,63,48,42,63,7,65,53,88,1
50,93,88,45,58,70,10,51,73,58,1
40,57,5,66,30,91,39,15,20,92,0
28,93,88,53,86,51,71,79,47,99,-1
51,16,92,3,73,10,84,99,96,12,1
8,86,100,18,79,32,94,94,33,66,0
48,89,9,77,35,4,28,14,36,94,0
78,87,26,3,83,97,33,34,65,18,1
97,69,49,85,39,93,32,30,20,3,-1
38,42,61,75,4,27,53,4,3,39,0
34,71,28,3,26,28,74,67,27,7,-1
93,66,16,48,85,95,63,98,70,34,1
28,37,71,41,66,91,2,30,1,62,1
32,47,0,86,43,73,62,70,6,75,-1
1,42,41,92,16,77,97,61,100,53,-1
42,19,74,82,77,65,8,95,81,53,-1
84,67,38,46,9,16,85,94,38,43,-1
42,24,85,22,97,28,62,76,96,23,-1
62,60,24,97,51,79,37,29,17,1,1
18,17,27,62,6,65,22,25,77,17,1
84,3,87,76,68,87,41,55,58,57,1
14,1,6,38,89,78,10,60,7,41,1
11,4,80,60,86,72,52,58,38,47,0
53,27,74,25,65,1,31,75,100,5,0
12,41,77,65,42,34,49,46,93,33,-1
84,59,25,13,5,48,78,8,15,72,1
30,0,68,41,77,46,79,10,53,26,1
92,80,80,82,36,47,86,75,68,94,0
51,22,11,21,75,63,85,27,20,11,0
95,62,13,62,61,25,9,43,88,24,0
67,69,12,91,26,27,19,9,9,11,1
70,8,35,85,9,73,93,11,11,59,-1
13,41,21,57,58,45,4,29,30,53,1
74,91,76,39,15,29,67,66,65,72,0
44,54,84,19,36,11,79,49,22,69,1
16,19,76,76,57,13,27,13,22,96,0
100,52,74,85,62,59,96,99,84,23,-1
93,29,72,76,9,65,88,31,23,47,0
53,4,100,84,44,86,77,10,64,65,1
58,39,19,45,25,10,20,81,64,37,0
85,9,61,75,22,55,18,86,100,41,0
9,23,82,89,97,73,58,23,12,87,1
11,41,52,63,36,88,95,40,72,52,1
75,2,91,39,53,55,34,15,91,58,1
10,45,88,58,36,32,40,75,75,82,-1
57,80,34,7,88,77,86,14,4,0,0
99,19,43,85,87,26,100,64,33,61,1
85,80,20,45,51,11,42,7,61,14,-1
57,48,8,58,16,0,38,1,29,69,-1
32,33,48,59,90,54,26,43,39,49,1
50,56,55,92,9,91,13,45,52,95,-1
87,39,18,53,45,0,55,76,8,18,0
8,32,46,25,32,17,58,13,82,72,-1
27,24,98,95,47,96,71,1,14,58,1
33,85,2,9,71,6,17,32,84,53,-1
90,28,6,52,51,39,72,97,29,13,-1
15,46,29,92,44,71,13,2,51,32,0
26,38,96,59,15,15,26,6,77,12,-1
41,57,35,37,77,90,84,28,32,2,1
56,90,6,88,82,59,55,65,89,4,1
50,68,35,66,83,34,23,54,77,42,-1
49,46,16,60,70,45,6,82,15,67,-1
17,58,60,9,1,67,50,81,63,52,0
87,87,8,18,20,78,73,14,62,97,0
60,35,64,19,44,61,37,79,55,60,1
69,11,23,24,53,0,56,58,21,23,1
25,67,58,74,12,64,54,46,76,51,-1
77,40,97,90,52,21,23,94,35,42,1
17,90,64,18,43,7,47,65,84,32,-1
59,40,84,33,90,65,77,31,95,73,0
4,88,44,69,87,51,26,42,57,61,0
28,63,49,75,3,63,35,98,69,22,-1
27,3,97,7,97,84,61,23,6,74,-1
10,30,41,35,13,73,13,77,66,94,0
97,77,74,95,86,48,29,37,97,68,1
64,32,30,70,44,88,38,61,36,44,0
33,95,98,68,32,81,80,82,28,48,0
59,76,36,37,84,25,77,29,27,66,0
10,88,38,83,61,48,7,38,33,93,-1
95,39,31,77,10,10,8,37,16,53,0
60,53,1,7,42,68,46,99,87,30,-1
10,38,69,85,30,100,44,21,74,16,1
61,79,22,26,21,61,4,27,97,55,-1
7,51,31,31,29,48,53,72,78,28,-1
60,12,24,32,5,19,50,64,66,55,-1
59,79,26,6,7,73,69,86,65,80,0
11,15,71,65,97,62,89,64,99,50,-1
91,8,51,39,25,39,53,57,91,84,-1
62,73,44,19,50,39,92,20,50,42,1
10,5,18,19,73,55,23,61,3,61,0
47,73,90,34,55,100,66,60,48,80,0
93,74,27,54,27,78,62,35,53,0,1
86,14,29,25,59,16,76,37,79,27,0
45,73,23,97,23,36,26,11,33,37,-1
83,57,91,64,54,36,15,60,15,47,1
21,36,39,73,50,24,58,89,90,90,1
75,16,61,61,45,61,100,63,29,48,-1
41,47,84,76,95,8,81,65,44,54,1
100,14,95,99,87,5,17,22,93,50,0
12,78,44,73,61,8,9,87,87,98,0
7,76,35,90,48,91,18,27,54,76,-1
6,30,31,82,48,69,85,38,3,50,1
47,15,52,6,32,8,63,3,13,60,-1
31,67,79,99,22,50,70,85,87,99,1
12,9,51,77,30,53,94,100,70,85,1
19,36,60,77,100,36,63,6,11,77,-1
64,90,24,12,99,6,18,65,45,72,1
9,88,32,85,34,71,76,31,86,92,0
18,65,55,35,55,19,48,98,23,13,0
33,71,39,12,9,51,64,7,75,36,-1
49,73,70,18,10,76,17,58,88,44,0
40,68,16,81,92,87,42,44,60,15,1
98,23,25,72,50,75,10,64,52,10,1
43,34,39,38,1,97,28,80,41,27,0
73,3,82,82,5,31,55,28,47,71,1
2,16,74,48,37,47,2,23,21,73,1
35,93,14,78,47,99,87,0,25,82,1
37,14,51,50,12,8,28,91,15,0,-1
93,63,55,86,22,84,22,0,42,10,-1
77,56,0,82,60,65,71,24,33,18,-1
27,39,14,53,48,26,65,89,55,11,0
7,18,29,99,41,26,89,92,19,81,-1
37,57,34,22,40,3,85,33,80,70,-1
53,35,29,47,8,16,21,63,31,69,1
63,49,62,57,1,61,14,2,23,20,0
15,2,18,94,29,68,18,99,76,99,1
83,55,12,83,75,85,100,58,61,8,-1
67,12,33,92,10,80,71,35,62,2,0
1,41,32,67,54,68,86,100,17,27,1
23,23,68,15,99,61,49,83,54,58,-1
8,36,17,0,73,4,98,6,52,35,-1
54,24,68,47,54,48,83,41,32,4,0
25,75,31,50,81,45,75,14,64,9,1
17,49,92,76,51,39,81,27,85,16,0
23,17,3,67,55,5,81,23,31,21,1
5,47,74,100,12,6,3,85,93,14,-1
7,42,48,11,99,24,23,27,12,61,0
8,55,58,98,66,66,64,91,71,88,-1
5,32,99,16,91,96,7,32,62,72,1
47,34,23,48,19,75,94,46,53,62,0
5,15,4,3,68,74,84,79,18,52,0
65,66,10,100,82,65,7,62,33,22,-1
99,83,87,44,24,55,82,42,73,25,-1
75,24,48,99,59,31,77,78,97,31,-1
20,39,14,90,0,78,7,81,56,81,-1
13,23,98,0,3,71,76,76,79,86,0
73,37,90,51,51,57,89,13,17,13,1
84,59,28,52,6,90,29,54,9,48,0
85,46,8,23,78,37,81,45,10,57,-1
57,81,41,26,48,0,33,58,43,22,-1
57,43,49,7,58,4,51,28,45,21,-1
55,72,64,23,67,18,64,97,59,93,1
87,26,11,93,56,1,69,96,0,35,-1
43,88,48,96,60,90,85,94,63,2,1
76,76,11,37,4,74,21,33,9,12,1
52,8,0,25,14,10,54,16,39,10,1
44,58,1,30,32,12,66,59,79,17,-1
29,98,47,51,49,21,9,23,7,68,-1
62,94,15,31,19,55,74,67,44,56,1
36,30,5,49,64,6,41,81,54,14,1
0,10,56,19,29,44,75,20,100,21,1
24,8,4,42,33,38,34,79,39,10,0
43,75,66,52,99,46,19,78,14,75,-1
81,4,8,62,45,90,62,23,43,90,1
35,61,67,50,94,99,69,59,82,98,-1
37,77,67,71,64,60,86,67,81,43,-1
95,63,31,92,63,81,72,27,70,25,-1
32,80,86,34,16,49,57,95,64,39,0
73,35,19,12,18,66,19,78,29,22,0
8,43,26,42,70,60,55,7,25,34,0
98,6,42,3,24,84,24,29,55,11,1
58,88,93,11,23,2,63,66,1,63,-1
14,20,89,40,64,86,54,31,81,63,0
45,71,8,35,94,82,29,51,96,79,1
79,42,38,61,66,84,78,37,77,94,1
92,32,55,95,65,39,92,19,68,62,1
6,71,24,49,72,16,83,13,93,93,1
70,66,30,28,17,4,8,84,14,75,-1
92,67,25,46,18,35,66,88,75,13,1
73,55,80,21,79,81,92,97,20,0,0
79,92,31,65,41,1,29,20,96,6,1
61,97,94,33,64,87,49,73,70,87,-1
34,60,77,70,96,66,23,90,46,51,0
100,45,4,6,60,36,94,11,11,10,0
61,93,22,45,50,95,98,98,7,27,1
32,71,83,67,81,7,51,30,20,88,-1
25,53,6,27,47,95,27,4,71,22,0
88,100,81,84,72,81,39,0,84,53,1
33,18,91,98,65,78,99,65,89,51,-1
95,83,21,44,44,15,36,62,40,8,0
0,31,20,69,63,64,87,38,73,94,0
84,52,67,93,78,31,64,65,51,92,0
43,41,67,49,20,57,95,49,39,73,-1
47,6,98,42,8,2,30,52,86,47,1
9,17,5,6,19,39,93,75,64,9,-1
79,5,79,34,18,72,34,39,34,65,-1
97,66,6,6,0,86,12,95,9,25,1
68,31,31,0,69,76,51,31,33,43,0
44,73,32,57,72,6,18,100,40,74,-1
46,4,25,74,99,68,90,97,47,100,0
47,84,87,85,75,93,88,55,21,40,1
6,77,29,51,14,6,59,1,29,73,-1
6,50,10,67,12,19,48,52,60,85,1
33,59,94,63,82,0,49,94,45,62,1
27,31,22,38,46,65,16,26,40,89,1
53,84,62,3,80,38,59,33,56,76,0
22,44,91,2,4,20,69,65,79,22,1
10,69,2,76,84,98,73,25,67,53,-1
75,1,43,95,4,1,4,34,94,71,0
43,68,30,21,37,0,79,56,37,6,0
81,12,62,94,54,73,67,88,71,94,-1
39,27,13,1,97,84,2,54,43,90,0
49,36,9,33,78,73,79,69,47,26,0
78,19,73,8,16,6,23,58,35,94,-1
58,16,80,71,29,27,87,35,59,38,-1
98,1,81,53,96,45,93,38,75,41,1
44,51,40,77,15,69,61,98,11,67,1
84,97,51,41,56,64,66,95,34,82,0
56,79,11,19,86,67,74,84,64,83,-1
4,86,1,2,58,90,11,4,52,28,1
53,17,49,54,86,63,43,12,42,25,-1
7,93,0,43,28,30,48,18,79,12,1
72,61,7,93,85,69,93,37,47,22,1
34,9,36,66,6,46,90,56,58,99,1
69,97,91,7,73,20,47,24,64,99,1
19,71,89,94,6,77,70,66,77,30,0
41,61,30,99,12,38,29,86,7,71,-1
45,58,64,21,19,95,11,25,100,28,1
66,90,87,79,82,63,32,35,46,39,-1
6,93,22,74,68,55,46,48,7,74,-1
1,53,11,13,74,9,64,34,39,91,-1
67,26,23,35,91,86,98,89,75,32,1
79,49,89,21,77,67,6,93,75,39,1
75,38,74,81,4,15,94,28,38,41,1
58,11,18,25,77,100,54,82,11,60,0
92,63,98,23,7,44,30,80,78,94,1
81,36,32,86,27,29,32,75,74,41,1
52,10,65,14,43,19,95,10,55,77,1
73,59,67,85,85,95,72,84,12,3,-1
77,58,30,47,88,41,8,56,43,7,0
100,66,88,86,98,19,51,84,61,20,1
41,93,50,69,7,33,96,11,9,56,-1
15,0,79,56,43,95,52,32,30,71,-1
71,6,67,45,16,29,50,51,27,48,0
15,70,72,64,63,47,71,78,44,43,-1
73,74,69,83,72,91,14,75,79,56,-1
25,44,84,46,6,0,48,37,95,89,-1
72,60,69,31,40,37,45,23,68,87,-1
79,80,59,85,77,12,27,75,54,61,-1
77,42,32,13,98,42,64,50,100,69,1
71,81,73,93,50,65,96,100,8,93,-1
8,55,88,24,83,21,26,16,84,91,0
96,3,12,55,54,70,99,87,99,15,-1
72,21,25,23,35,37,98,24,71,46,1
